,Name,PuntV,LeagV,g,m/g,t p/g,t a/g,t 3/g,t r/g,t s/g,t b/g,t wft,t wfg,t to/g,p/g,a/g,3/g,r/g,s/g,b/g,wft,wfg,neg to/g
390,Simone Fontecchio,-1.132630895,-0.851514859,52,14.72564103,1.000018418,0.999995729,1.12584186,1.029004033,0.694299098,0.574680448,0.010062368,0.524916226,43.49447175,6.307692308,0.807692308,1.211538462,1.653846154,0.288461538,0.153846154,0.010062368,-0.642636916,-0.75
391,Jake LaRavia,-1.170370807,-0.853286902,35,11.8352381,1.000010986,0.999989784,0.792110286,1.033968091,0.730407161,0.526286387,-0.00148754,0.741424086,53.71750991,3,0.6,0.685714286,1.8,0.342857143,0.114285714,-0.00148754,-0.23403172,-0.514285714
392,Derrick Rose,-1.129494991,-0.857464497,27,12.51358025,1.000017281,1.000010656,0.804882903,1.02258794,0.672887925,0.607093231,0.059157338,0.582714453,40.9350047,5.62962963,1.703703704,0.703703704,1.481481481,0.259259259,0.185185185,0.059157338,-0.54206102,-0.814814815
393,Brandon Boston Jr.,-1.173232573,-0.860032288,22,11.28787879,1.000018718,0.999998094,0.68769484,1.017782361,0.769266612,0,-0.035244587,0.699718542,52.28094811,6.5,0.909090909,0.545454545,1.363636364,0.409090909,0,-0.035244587,-0.319768154,-0.545454545
394,Jeff Dowtin Jr,-1.227047429,-0.861300063,25,10.348,1.00000892,1.000004302,0.370037918,0.995272633,0.740941053,0.533940542,-0.042082556,0.810204401,69.73046598,2.44,1.24,0.2,0.92,0.36,0.12,-0.042082556,-0.084586645,-0.2
395,TyTy Washington,-1.191102422,-0.863266641,31,13.95860215,1.000015428,1.000008323,0.739046868,1.021405006,0.808117353,0.444358239,-0.132391219,0.558882529,56.68673854,4.677419355,1.516129032,0.612903226,1.451612903,0.483870968,0.064516129,-0.132391219,-0.584236886,-0.451612903
396,Goran Dragic,-1.097760213,-0.865839756,58,15.00028736,1.000018395,1.000019137,0.934772212,1.019162864,0.644746877,0.453215499,-0.073453785,0.701330976,31.32354768,6.293103448,2.603448276,0.896551724,1.396551724,0.224137931,0.068965517,-0.073453785,-0.316519406,-1.086206897
397,Serge Ibaka,-1.159975423,-0.867396037,16,11.584375,1.000014171,0.999972274,0.54560597,1.059173916,0.543201738,0.782980681,-0.136644658,0.855470304,46.06336834,4.125,0.25,0.375,2.75,0.125,0.4375,-0.136644658,0.019526347,-0.6875
398,James Bouknight,-1.128088084,-0.873247603,34,15.16078431,1.000017259,1.000003744,0.981728804,1.043562006,0.770738802,0.567057779,-0.10314352,0.50807714,36.2426935,5.617647059,1.205882353,0.970588235,2.117647059,0.411764706,0.147058824,-0.10314352,-0.670862004,-0.941176471
399,Johnny Davis,-1.184762447,-0.878596716,28,15.09166667,1.000017616,1,0.734748626,1.049025089,0.739210387,0.690221532,-0.255578275,0.579392763,49.51505473,5.821428571,1,0.607142857,2.321428571,0.357142857,0.285714286,-0.255578275,-0.547999942,-0.607142857
400,Isaiah Roby,-1.172319959,-0.885189252,42,11.2765873,1.000014098,0.999997998,0.592516897,1.054582652,0.779841195,0.588455897,-0.288715926,0.77594664,43.9760876,4.095238095,0.904761905,0.428571429,2.547619048,0.428571429,0.166666667,-0.288715926,-0.160306284,-0.738095238
401,Jabari Walker,-1.208109299,-0.887313662,56,11.05595238,1.000013499,0.99999002,0.461242343,1.049482019,0.603145064,0.649085087,-0.022505705,0.757610183,53.55156136,3.857142857,0.607142857,0.285714286,2.339285714,0.178571429,0.232142857,-0.022505705,-0.199781921,-0.517857143
402,Johnny Juzang,-1.267255848,-0.89254751,18,12.90277778,1.000015755,0.999983782,0.893490099,1.044920056,0.643124703,0.588455897,-0.063013924,0.424570381,71.59806814,4.833333333,0.444444444,0.833333333,2.166666667,0.222222222,0.166666667,-0.063013924,-0.804020734,-0.166666667
403,Bryce McGowens,-1.151156565,-0.89289102,46,17.1076087,1.000016767,1.000003207,0.702980898,1.040816955,0.719735782,0.547279939,-0.058369837,0.684691093,36.47087201,5.347826087,1.173913043,0.565217391,2.02173913,0.326086957,0.130434783,-0.058369837,-0.349795025,-0.934782609
404,Anthony Gill,-1.259747271,-0.897677835,59,10.58446328,1.000011955,0.999988977,0.189686825,1.029851079,0.534945729,0.624175839,-0.059299965,0.905057959,66.7627889,3.305084746,0.576271186,0.06779661,1.677966102,0.118644068,0.203389831,-0.059299965,0.139121045,-0.254237288
405,Daishen Nix,-1.073012545,-0.90080406,57,16.04035088,1.000013775,1.000016795,0.803504953,1.031276235,0.836316523,0.537606746,-0.073829046,0.574427449,19.60287959,3.964912281,2.315789474,0.701754386,1.719298246,0.543859649,0.122807018,-0.073829046,-0.556840833,-1.50877193
406,Keon Johnson,-1.156821767,-0.916828213,40,10.40666667,1.000015529,1.000007773,0.802263547,1.005431173,0.803740848,0.570390715,-0.128151723,0.63716259,31.68643371,4.725,1.475,0.7,1.1,0.475,0.15,-0.128151723,-0.441846742,-1.075
407,Bryn Forbes,-1.24709015,-0.916860123,25,10.70866667,1.000012698,0.999992287,0.698965507,0.971387109,0.688259063,0.473565931,0.129862406,0.669696232,55.32841496,3.56,0.68,0.56,0.6,0.28,0.08,0.129862406,-0.379310378,-0.48
408,Trent Forrest,-1.225630859,-0.920994429,23,12.04130435,1.000008158,1.000010042,0,1.027386633,0.7053091,0.485396993,-0.015247303,0.778849929,47.55993548,2.260869565,1.652173913,0,1.608695652,0.304347826,0.086956522,-0.015247303,-0.153989295,-0.652173913
409,Frank Ntilikina,-1.236743489,-0.926133709,47,12.9248227,1.000010551,1.000004206,0.533572517,1.015865704,0.728883054,0.56919054,-0.082075907,0.702222755,49.08157829,2.872340426,1.234042553,0.361702128,1.319148936,0.340425532,0.14893617,-0.082075907,-0.31472039,-0.617021277
410,Duane Washington,-1.176247619,-0.937030823,31,12.70430108,1.000020632,1.000014183,1.170518652,1.008534098,0.617571149,0.545531778,-0.090500121,0.362477446,30.98396612,7.870967742,2.032258065,1.290322581,1.161290323,0.193548387,0.129032258,-0.090500121,-0.896069341,-1.096774194
411,Blake Wesley,-1.100384939,-0.958563704,37,18.08288288,1.00001604,1.000019481,0.683861294,1.045534335,0.891315773,0.553043847,-0.229101537,0.360216778,14.34950797,4.972972973,2.648648649,0.540540541,2.189189189,0.675675676,0.135135135,-0.229101537,-0.899313992,-1.756756757
412,Amir Coffey,-1.317021415,-0.970933181,50,12.50366667,1.000012355,1.000001165,0.392477252,1.003316911,0.561572272,0.505894549,-0.007288946,0.729207161,58.22585789,3.44,1.06,0.22,1.06,0.14,0.1,-0.007288946,-0.259518099,-0.42
